content,score,at,token,lemmatized,topic,factor_label
tukang spam selalu di sms padahal aplikasinya sudah di nonaktifin,1,2023-06-06 14:25:02,"['tukang', 'spam', 'sms', 'aplikasinya', 'nonaktifin']",tukang spam sms aplikasi nonaktifin,2_telpon layan_spam sms_telepon_telpon,FAC_10
kalau pelanggan sudah bilang tidak tertarik ajukan yaudah begitu jangan ditelponin terus maksa dan ganggu banget,1,2024-06-25 4:23:02,"['pelanggan', 'bilang', 'tertarik', 'ajukan', 'yaudah', 'ditelponin', 'maksa', 'ganggu', 'banget']",langgan bilang tarik ajuk yaudah ditelponin maksa ganggu banget,-1,Outlier
ketemu yang mudah dan terpercaya mah bukan pinjol tidak jelas dan dilindungi ojk kemarin saya coba ternyata gratis biaya admin bayar tagihan pulsa pln paket data,5,2024-12-30 0:16:36,"['ketemu', 'mudah', 'terpercaya', 'mah', 'pinjol', 'dilindungi', 'ojk', 'kemarin', 'coba', 'gratis', 'biaya', 'admin', 'bayar', 'tagihan', 'pulsa', 'pln', 'paket', 'data']",ketemu mudah terpercaya mah pinjol lindung ojk kemarin coba gratis biaya admin bayar tagih pulsa pln paket data,5_gratis transfer_aman gratis_transfer gratis_ojk gratis,FAC_1
perbankan digital yang punya banyak kelebihan dari bebas biaya admin bebas biaya transfer dan bisa juga sudah aman karena diawasi ojk,5,2024-06-07 15:57:03,"['perbankan', 'digital', 'kelebihan', 'bebas', 'biaya', 'admin', 'bebas', 'biaya', 'transfer', 'aman', 'diawasi', 'ojk']",bank digital lebih bebas biaya admin bebas biaya transfer aman awas ojk,1_awas ojk_ojk aman_lindung ojk_ojk terpercaya,FAC_1
tidak bisa scan ektp selalu bilang koneksi internet bermasalah padahal tidak ada gangguan jadi tidak bisa mengajukan paylater,1,2022-07-27 18:20:27,"['scan', 'ektp', 'bilang', 'koneksi', 'internet', 'bermasalah', 'gangguan', 'mengajukan', 'paylater']",scan ektp bilang koneksi internet masalah ganggu aju paylater,-1,Outlier
awal setujui lalu blokir tanpa alasan yang jelas,1,2024-12-24 3:45:20,"['setujui', 'blokir', 'alasan']",tuju blokir alas,22_bantu bantu_tuju bantu_bantu mitra_pinjam bantu,FAC_2
bisa melakukan transfer bebas biaya admin ada juga bank yang terpenting pinjol disini bukan pinjol abal sudah dilindungi oleh ojk jika anda punya tagihan pln pulsa dan masih banyak lagi bisa bebas biaya admin,5,2024-09-07 12:04:19,"['transfer', 'bebas', 'biaya', 'admin', 'bank', 'terpenting', 'pinjol', 'pinjol', 'abal', 'dilindungi', 'ojk', 'tagihan', 'pln', 'pulsa', 'bebas', 'biaya', 'admin']",transfer bebas biaya admin bank penting pinjol pinjol abal lindung ojk tagih pln pulsa bebas biaya admin,5_gratis transfer_aman gratis_transfer gratis_ojk gratis,FAC_1
sangat membantu kita dalam menggunakan yang aman dan nyaman,5,2024-12-31 0:04:46,"['membantu', 'aman', 'nyaman']",bantu aman nyaman,12_aman aman_aman_aman milik_amann aman,FAC_1
yang user friendly tinggal ditambah diperbarui dan automatic payment sudah,5,2024-05-23 1:52:36,"['user', 'friendly', 'tinggal', 'ditambah', 'diperbarui', 'automatic', 'payment']",user friendly tinggal tambah baru automatic payment,-1,Outlier
tolong buat penambahan limit bca paylater,5,2024-04-14 13:39:40,"['tolong', 'penambahan', 'limit', 'bca', 'paylater']",tolong tambah limit bca paylater,14_limit_limit pas_limit limit_limit pakai,FAC_9
pada awal install terkesan lebih modern setelahnya notifikasi pembayaran tidak sesuai waktu aktual transaksi dan tercatat double transaksi di waktu yang berbeda pelayanan pelanggan bca bahkan menutup akun saya dan tidak ada kejelasan lagi bukannya dibereskan bahkan ditutup sepihak telepon pelayanan pelanggan hampir 1 jam cuma ditanya bolak balik dan mohon menunggu konfirmasi,2,2024-07-28 16:35:12,"['install', 'terkesan', 'modern', 'setelahnya', 'notifikasi', 'pembayaran', 'sesuai', 'aktual', 'transaksi', 'tercatat', 'double', 'transaksi', 'berbeda', 'pelayanan', 'pelanggan', 'bca', 'menutup', 'akun', 'kejelasan', 'dibereskan', 'ditutup', 'telepon', 'pelayanan', 'pelanggan', '1', 'jam', 'bolak', 'mohon', 'menunggu', 'konfirmasi']",install kesan modern telah notifikasi bayar sesuai aktual transaksi catat double transaksi beda layan langgan bca tutup akun jelas beres tutup telepon layan langgan 1 jam bolak mohon tunggu konfirmasi,-1,Outlier
agak mecewa sih tidak bisa di aktifin padahal data sama pakai bca sudah termasuk lama juga bayar selalu pakai bca dan lancar kok ngajuin paylatet saja susah,1,2024-07-21 6:44:06,"['mecewa', 'sih', 'aktifin', 'data', 'pakai', 'bca', 'bayar', 'pakai', 'bca', 'lancar', 'ngajuin', 'paylatet', 'susah']",mecewa sih aktifin data pakai bca bayar pakai bca lancar ngajuin paylatet susah,-1,Outlier
saya baru bi checking tidak ada tunggakan dan kredit record bagus kartu kredit lancar limit ratusan juta tapi sudah x ajukan menggunakan dan di tolak tanpa alasan hebat,1,2024-06-20 5:44:22,"['bi', 'checking', 'tunggakan', 'kredit', 'record', 'bagus', 'kartu', 'kredit', 'lancar', 'limit', 'ratusan', 'juta', 'x', 'ajukan', 'tolak', 'alasan', 'hebat']",bi checking tunggak kredit record bagus kartu kredit lancar limit ratus juta x ajuk tolak alas hebat,-1,Outlier
saya di reject padahal payroll dari sini sudah belasan tahun juga pakai bca tidak guna,1,2023-10-30 11:18:40,"['reject', 'payroll', 'belasan', 'pakai', 'bca']",reject payroll belas pakai bca,-1,Outlier
terima kasih sudah memberi kesempatan dan kepercayaan dari jadi bisa berbelanja keperluan dan kebutuhan saya juga konsumen saya,5,2023-11-02 8:17:16,"['terima', 'kasih', 'kesempatan', 'kepercayaan', 'berbelanja', 'keperluan', 'kebutuhan', 'konsumen']",terima kasih sempat percaya belanja perlu butuh konsumen,0_belanja mudah_mudah belanja_belanja bayar_kupon gratis,FAC_8
diperbarui terbaru yang bagus halobca lebur di kerja bagus ditunggu proses pendaftaran dan cc yang lebih mudah jangan malu nyonto biasa i,5,2024-11-08 15:01:45,"['diperbarui', 'terbaru', 'bagus', 'halobca', 'lebur', 'kerja', 'bagus', 'ditunggu', 'proses', 'pendaftaran', 'cc', 'mudah', 'malu', 'nyonto', 'i']",baru baru bagus halobca lebur kerja bagus tunggu proses daftar cc mudah malu nyonto i,-1,Outlier
tolong ui bagian di perbaiki ini tagihan sisa berapa perlu bayar berapa tagihan apa yang dibayar dan lain lain tidak jelas ada dimana,4,2024-03-23 1:35:21,"['tolong', 'ui', 'perbaiki', 'tagihan', 'sisa', 'bayar', 'tagihan', 'dibayar', 'dimana']",tolong ui baik tagih sisa bayar tagih bayar mana,3_tagih bayar_bayar tagih_bayar tanggal_tanggal bayar,FAC_10
bagaimana hilangin unbilled padahal di e statement sudah lunas semua,5,2024-08-06 8:40:24,"['hilangin', 'unbilled', 'e', 'statement', 'lunas']",hilangin unbilled e statement lunas,-1,Outlier
ada fitur juga sekarang coba daftar bisa tidak ya saya juga nasabah bca,5,2024-09-22 21:34:42,"['fitur', 'coba', 'daftar', 'ya', 'nasabah', 'bca']",fitur coba daftar ya nasabah bca,-1,Outlier
aplikasi nya bagus tampilannya juga keren fitur fitur nya lengkap mau bayar apa saja mudah dan cepat bisa nabung deposito dengan mudah dan aman terdaftar di ojk pasti aman proses pendaftaran dan transaksi juga cepat sukses selalu bank,5,2025-01-07 0:22:36,"['aplikasi', 'nya', 'bagus', 'tampilannya', 'keren', 'fitur', 'fitur', 'nya', 'lengkap', 'bayar', 'mudah', 'cepat', 'nabung', 'deposito', 'mudah', 'aman', 'terdaftar', 'ojk', 'aman', 'proses', 'pendaftaran', 'transaksi', 'cepat', 'sukses', 'bank']",aplikasi nya bagus tampil keren fitur fitur nya lengkap bayar mudah cepat nabung deposito mudah aman daftar ojk aman proses daftar transaksi cepat sukses bank,1_awas ojk_ojk aman_lindung ojk_ojk terpercaya,FAC_1
aplikasi nya bagus tampilannya juga keren terdaftar di ojk pasti aman fitur nya banyak mau bayar apa saja mudah dan cepat bisa nabung deposito dengan aman dan mudah belanja di transmart dengan bank dapat diskon banyak banget keuntungannya rekomendasi banget untuk pakai bank,5,2024-12-30 0:52:55,"['aplikasi', 'nya', 'bagus', 'tampilannya', 'keren', 'terdaftar', 'ojk', 'aman', 'fitur', 'nya', 'bayar', 'mudah', 'cepat', 'nabung', 'deposito', 'aman', 'mudah', 'belanja', 'transmart', 'bank', 'diskon', 'banget', 'keuntungannya', 'rekomendasi', 'banget', 'pakai', 'bank']",aplikasi nya bagus tampil keren daftar ojk aman fitur nya bayar mudah cepat nabung deposito aman mudah belanja transmart bank diskon banget untung rekomendasi banget pakai bank,1_awas ojk_ojk aman_lindung ojk_ojk terpercaya,FAC_1
aplikasi nya bagus tampilannya juga keren terdaftar di ojk pasti aman fitur nya banyak mau bayar apa saja mudah dan cepat bisa nabung deposito dengan aman dan mudah belanja di transmart dengan bank dapat diskon banyak banget keuntungannya,5,2024-12-04 18:25:29,"['aplikasi', 'nya', 'bagus', 'tampilannya', 'keren', 'terdaftar', 'ojk', 'aman', 'fitur', 'nya', 'bayar', 'mudah', 'cepat', 'nabung', 'deposito', 'aman', 'mudah', 'belanja', 'transmart', 'bank', 'diskon', 'banget', 'keuntungannya']",aplikasi nya bagus tampil keren daftar ojk aman fitur nya bayar mudah cepat nabung deposito aman mudah belanja transmart bank diskon banget untung,1_awas ojk_ojk aman_lindung ojk_ojk terpercaya,FAC_1
aplikasi penipu ini saya di whatsapp dapat pas unduh cuma 1ribu masa iya untuk dapat limit harus top up dan kita tukarkan dengan limit itu sama saja saya pakai uang sendiri otomatis hapus instalan hapus data saya,1,2024-12-30 1:54:30,"['aplikasi', 'penipu', 'whatsapp', 'pas', 'unduh', '1ribu', 'iya', 'limit', 'top', 'up', 'tukarkan', 'limit', 'pakai', 'uang', 'otomatis', 'hapus', 'instalan', 'hapus', 'data']",aplikasi tipu whatsapp pas unduh 1ribu iya limit top up tukar limit pakai uang otomatis hapus instalan hapus data,-1,Outlier
aplikasi nya bagus tampilannya juga keren terdaftar di ojk pasti aman fitur nya banyak mau bayar apa saja mudah dan cepat bisa nabung deposito dengan aman dan mudah belanja di transmart dengan bank dapat diskon banyak banget keuntungannya,5,2024-11-27 19:54:55,"['aplikasi', 'nya', 'bagus', 'tampilannya', 'keren', 'terdaftar', 'ojk', 'aman', 'fitur', 'nya', 'bayar', 'mudah', 'cepat', 'nabung', 'deposito', 'aman', 'mudah', 'belanja', 'transmart', 'bank', 'diskon', 'banget', 'keuntungannya']",aplikasi nya bagus tampil keren daftar ojk aman fitur nya bayar mudah cepat nabung deposito aman mudah belanja transmart bank diskon banget untung,1_awas ojk_ojk aman_lindung ojk_ojk terpercaya,FAC_1
bank memberikan kemudahan menabung dan bertransaksi langsung hanya lewat handphone loh aman dan nyaman pakainya karena diawasi ojk aku suka pakai bank ini karena bebas biaya transfer dan bebas biaya admin bertransaksi ada juga yang tentunya aman buat kita sukses selalu bank,5,2025-01-05 0:23:56,"['bank', 'kemudahan', 'menabung', 'bertransaksi', 'langsung', 'handphone', 'loh', 'aman', 'nyaman', 'pakainya', 'diawasi', 'ojk', 'suka', 'pakai', 'bank', 'bebas', 'biaya', 'transfer', 'bebas', 'biaya', 'admin', 'bertransaksi', 'aman', 'sukses', 'bank']",bank mudah tabung transaksi langsung handphone loh aman nyaman pakai awas ojk suka pakai bank bebas biaya transfer bebas biaya admin transaksi aman sukses bank,1_awas ojk_ojk aman_lindung ojk_ojk terpercaya,FAC_1
bank memiliki proses pengajuan yang sangat mudah dan cepat pengguna hanya perlu mengunduh melakukan foto selfie dan mengisi formulir sederhana untuk mengajukan fasilitas ini,5,2025-01-05 0:12:44,"['bank', 'memiliki', 'proses', 'pengajuan', 'mudah', 'cepat', 'pengguna', 'mengunduh', 'foto', 'selfie', 'mengisi', 'formulir', 'sederhana', 'mengajukan', 'fasilitas']",bank milik proses aju mudah cepat guna unduh foto selfie isi formulir sederhana aju fasilitas,4_transaksi mudah_dompet digital_digital dompet_mudah transaksi,FAC_7
aplikasi nya bagus tampilannya juga keren terdaftar di ojk pasti aman fitur nya banyak mau bayar apa saja mudah dan cepat bisa nabung deposito dengan aman dan mudah,5,2024-12-28 0:23:51,"['aplikasi', 'nya', 'bagus', 'tampilannya', 'keren', 'terdaftar', 'ojk', 'aman', 'fitur', 'nya', 'bayar', 'mudah', 'cepat', 'nabung', 'deposito', 'aman', 'mudah']",aplikasi nya bagus tampil keren daftar ojk aman fitur nya bayar mudah cepat nabung deposito aman mudah,1_awas ojk_ojk aman_lindung ojk_ojk terpercaya,FAC_1
bunga bulan jadi tinggi biasa di 1 95 per bulan sekarang jadi 6 per bulan jangankan 6 bulan ajja penawaran dari mega cashless 4jt padahal itu saja saya masih memikirkan biaya layanan jadi sama tiap tenor biasa berbeda tergantung tenor berapa bulan pun jadi sama jadi 6 biaya layanan sungguh sangat mengecewakan sekelas bank tapi bunga pinjol,1,2024-12-24 23:43:07,"['bunga', '1', '95', '6', '6', 'ajja', 'penawaran', 'mega', 'cashless', '4jt', 'memikirkan', 'biaya', 'layanan', 'tenor', 'berbeda', 'tergantung', 'tenor', '6', 'biaya', 'layanan', 'sungguh', 'mengecewakan', 'sekelas', 'bank', 'bunga', 'pinjol']",bunga 1 95 6 6 ajja tawar mega cashless 4jt pikir biaya layan tenor beda gantung tenor 6 biaya layan sungguh kecewa kelas bank bunga pinjol,-1,Outlier
saya termasuk pelanggan lama sejak saya bekerja di salah satu perusahaan sih ct corp secara tiba saya tidak bisa menggunakan fitur dan dana instan tanpa penjelasan apapun bahkan bisa dibuktikan saya tidak pernah wan prestasi dalam menggunakan fitur di bank,1,2024-12-23 14:13:23,"['pelanggan', 'salah', 'perusahaan', 'sih', 'ct', 'corp', 'fitur', 'dana', 'instan', 'penjelasan', 'apapun', 'dibuktikan', 'wan', 'prestasi', 'fitur', 'bank']",langgan salah usaha sih ct corp fitur dana instan jelas apa bukti wan prestasi fitur bank,-1,Outlier
yang sangat bagus bebas biaya admin bayar tagihan pulsa paket data dan lain lain sangat mudah dan yang pasti aman dan diawasi ojk ini juga punya tapi bukan pinjol ya,5,2025-01-03 0:45:50,"['bagus', 'bebas', 'biaya', 'admin', 'bayar', 'tagihan', 'pulsa', 'paket', 'data', 'mudah', 'aman', 'diawasi', 'ojk', 'pinjol', 'ya']",bagus bebas biaya admin bayar tagih pulsa paket data mudah aman awas ojk pinjol ya,5_gratis transfer_aman gratis_transfer gratis_ojk gratis,FAC_1
bank menawarkan layanan yang memberikan kemudahan bagi nasabah dalam melakukan transaksi dengan fitur ini pelanggan dapat berbelanja tanpa perlu membayar secara langsung layanan memungkinkan pengguna untuk melakukan pembayaran dalam jangka waktu tertentu nasabah hanya perlu mendaftar dan mengaktifkan fitur ini melalui bank,5,2024-12-31 0:10:37,"['bank', 'menawarkan', 'layanan', 'kemudahan', 'nasabah', 'transaksi', 'fitur', 'pelanggan', 'berbelanja', 'membayar', 'langsung', 'layanan', 'pengguna', 'pembayaran', 'jangka', 'nasabah', 'mendaftar', 'mengaktifkan', 'fitur', 'bank']",bank tawar layan mudah nasabah transaksi fitur langgan belanja bayar langsung layan guna bayar jangka nasabah daftar aktif fitur bank,-1,Outlier
yang sangat bagus ada juga terus aman banget bunganya juga tidak besar admin juga gratiss bagus banget kalian harus unduh sih,5,2025-01-06 1:45:38,"['bagus', 'aman', 'banget', 'bunganya', 'admin', 'gratiss', 'bagus', 'banget', 'unduh', 'sih']",bagus aman banget bunga admin gratiss bagus banget unduh sih,-1,Outlier
keren banget ini memudahkan pendaftaran dan penggunaannya yang nyaman limit kredit ini sangat memberdayakan kecepatan dan efisiensi yang mengagumkan keamanannya dijamin terpercaya program reward juga sangat banyak dan menarik,5,2024-11-03 0:35:44,"['keren', 'banget', 'memudahkan', 'pendaftaran', 'penggunaannya', 'nyaman', 'limit', 'kredit', 'memberdayakan', 'kecepatan', 'efisiensi', 'mengagumkan', 'keamanannya', 'dijamin', 'terpercaya', 'program', 'reward', 'menarik']",keren banget mudah daftar guna nyaman limit kredit daya cepat efisiensi kagum aman jamin terpercaya program reward tarik,-1,Outlier
bank yang sangat aman dan mudah untuk apalagi sudah di awasi oleh ojk lebih terpercaya dan mudah untuk pemula karena panduan sangat jelas,5,2025-01-06 12:16:35,"['bank', 'aman', 'mudah', 'awasi', 'ojk', 'terpercaya', 'mudah', 'pemula', 'panduan']",bank aman mudah awas ojk terpercaya mudah mula pandu,1_awas ojk_ojk aman_lindung ojk_ojk terpercaya,FAC_1
bagus dan tampilannya juga keren sudat terdaftar di ojk dan aman digunakan jangka panjang pembayaran apapun mudah dan cepat fitur aplikasi nya juga lengkap bisa nabung deposito hingga aman dan mudah belanja dan pembayaran apapun lebih mudah menggunakan bank,5,2024-12-10 17:56:17,"['bagus', 'tampilannya', 'keren', 'sudat', 'terdaftar', 'ojk', 'aman', 'jangka', 'pembayaran', 'apapun', 'mudah', 'cepat', 'fitur', 'aplikasi', 'nya', 'lengkap', 'nabung', 'deposito', 'aman', 'mudah', 'belanja', 'pembayaran', 'apapun', 'mudah', 'bank']",bagus tampil keren sudat daftar ojk aman jangka bayar apa mudah cepat fitur aplikasi nya lengkap nabung deposito aman mudah belanja bayar apa mudah bank,1_awas ojk_ojk aman_lindung ojk_ojk terpercaya,FAC_1
aplikasi nya bagus tampilannya juga keren terdaftar di ojo pasti aman fitur banyak mau bayar apa saja mudah dan cepat bisa nabung deposito dengan aman dan mudah,5,2024-12-09 18:58:23,"['aplikasi', 'nya', 'bagus', 'tampilannya', 'keren', 'terdaftar', 'ojo', 'aman', 'fitur', 'bayar', 'mudah', 'cepat', 'nabung', 'deposito', 'aman', 'mudah']",aplikasi nya bagus tampil keren daftar ojo aman fitur bayar mudah cepat nabung deposito aman mudah,1_awas ojk_ojk aman_lindung ojk_ojk terpercaya,FAC_1
aplikasi nya bagus tampilannya juga keren terdaftar di ojk pasti aman fitur nya banyak mau bayar apa saja mudah dan cepat bisa nabung deposito dengan aman dan mudah,5,2024-12-13 18:48:14,"['aplikasi', 'nya', 'bagus', 'tampilannya', 'keren', 'terdaftar', 'ojk', 'aman', 'fitur', 'nya', 'bayar', 'mudah', 'cepat', 'nabung', 'deposito', 'aman', 'mudah']",aplikasi nya bagus tampil keren daftar ojk aman fitur nya bayar mudah cepat nabung deposito aman mudah,1_awas ojk_ojk aman_lindung ojk_ojk terpercaya,FAC_1
akun bank ini sudah di awasi dengan ojk dan aman untuk digunakan bisa untuk tf beda bank tanpa admin dan bank ini juga yang aman gratis biaya admin bayar tagihan isi pulsa listrik dan paket data,5,2024-11-03 23:51:54,"['akun', 'bank', 'awasi', 'ojk', 'aman', 'tf', 'beda', 'bank', 'admin', 'bank', 'aman', 'gratis', 'biaya', 'admin', 'bayar', 'tagihan', 'isi', 'pulsa', 'listrik', 'paket', 'data']",akun bank awas ojk aman tf beda bank admin bank aman gratis biaya admin bayar tagih isi pulsa listrik paket data,5_gratis transfer_aman gratis_transfer gratis_ojk gratis,FAC_1
yang satu ini sungguh benar hebat dan keren karena dengan ini kita diberikan kemudahan untuk berbelanja seperti top up beli token listrik token pulsa dan berbelanja yang lainnya tidak hanya itu kita juga bisa meminjam di bank ini lo yang mana ini sudah di lindungi ojk loh keren banget pokoknya tidak menyesal deh pakai bank,5,2024-11-11 5:01:33,"['sungguh', 'hebat', 'keren', 'kemudahan', 'berbelanja', 'top', 'up', 'beli', 'token', 'listrik', 'token', 'pulsa', 'berbelanja', 'meminjam', 'bank', 'lo', 'lindungi', 'ojk', 'loh', 'keren', 'banget', 'pokoknya', 'menyesal', 'deh', 'pakai', 'bank']",sungguh hebat keren mudah belanja top up beli token listrik token pulsa belanja pinjam bank lo lindung ojk loh keren banget pokok sesal deh pakai bank,0_belanja mudah_mudah belanja_belanja bayar_kupon gratis,FAC_8
